,feature_num,comb_num,feature_comb,r2,mae,mpea,timecost
144,4,16,"['date', 'CHN10', 'INDU', 'PPI', 'XINJIAN', 'ERSHOU']",-13.7352,0.6273,0.2135,3.3527
145,4,17,"['date', 'CHN10', 'INDU', 'PPI', 'XINJIAN', 'SPOT']",-12.0591,0.5857,0.2004,3.7336
146,4,18,"['date', 'CHN10', 'INDU', 'PPI', 'XINJIAN', 'IRBOND']",-0.5564,0.1633,0.0526,3.6995
147,4,19,"['date', 'CHN10', 'INDU', 'PPI', 'ERSHOU', 'SPOT']",-20.7131,0.7793,0.2642,2.8278
148,4,20,"['date', 'CHN10', 'INDU', 'PPI', 'ERSHOU', 'IRBOND']",-6.4997,0.4222,0.1456,2.7731
149,4,21,"['date', 'CHN10', 'INDU', 'PPI', 'SPOT', 'IRBOND']",-0.0981,0.1494,0.0517,2.8976
150,4,22,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU']",-4.3836,0.3575,0.1226,2.805
151,4,23,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'XINJIAN']",-2.9042,0.3085,0.1055,3.3497
152,4,24,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'ERSHOU']",-7.6258,0.4041,0.1349,3.3899
153,4,25,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'SPOT']",-3.1511,0.3053,0.1032,3.3153
