,feature_num,comb_num,feature_comb,r2,mae,mpea,timecost
283,5,29,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'ERSHOU', 'SPOT']",,,,
284,5,30,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'ERSHOU', 'IRBOND']",,,,
285,5,31,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'SPOT', 'IRBOND']",,,,
286,5,32,"['date', 'CHN10', 'INDU', 'PPI', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
287,5,33,"['date', 'CHN10', 'INDU', 'PPI', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
288,5,34,"['date', 'CHN10', 'INDU', 'PPI', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
289,5,35,"['date', 'CHN10', 'INDU', 'PPI', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
290,5,36,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN']",,,,
291,5,37,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU']",,,,
292,5,38,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'SPOT']",,,,
293,5,39,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'IRBOND']",,,,
294,5,40,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU']",,,,
295,5,41,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'XINJIAN', 'SPOT']",,,,
296,5,42,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'XINJIAN', 'IRBOND']",,,,
297,5,43,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'ERSHOU', 'SPOT']",,,,
298,5,44,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'ERSHOU', 'IRBOND']",,,,
299,5,45,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'SPOT', 'IRBOND']",,,,
300,5,46,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU']",,,,
301,5,47,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'XINJIAN', 'SPOT']",,,,
302,5,48,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'XINJIAN', 'IRBOND']",,,,
303,5,49,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'ERSHOU', 'SPOT']",,,,
304,5,50,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'ERSHOU', 'IRBOND']",,,,
305,5,51,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'SPOT', 'IRBOND']",,,,
306,5,52,"['date', 'CHN10', 'INDU', 'PMI', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
307,5,53,"['date', 'CHN10', 'INDU', 'PMI', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
308,5,54,"['date', 'CHN10', 'INDU', 'PMI', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
309,5,55,"['date', 'CHN10', 'INDU', 'PMI', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
310,5,56,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU']",,,,
311,5,57,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT']",,,,
312,5,58,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'XINJIAN', 'IRBOND']",,,,
313,5,59,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT']",,,,
314,5,60,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'ERSHOU', 'IRBOND']",,,,
315,5,61,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'SPOT', 'IRBOND']",,,,
316,5,62,"['date', 'CHN10', 'INDU', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
317,5,63,"['date', 'CHN10', 'INDU', 'OECD', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
318,5,64,"['date', 'CHN10', 'INDU', 'OECD', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
319,5,65,"['date', 'CHN10', 'INDU', 'OECD', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
320,5,66,"['date', 'CHN10', 'INDU', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
321,5,67,"['date', 'CHN10', 'INDU', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
322,5,68,"['date', 'CHN10', 'INDU', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
323,5,69,"['date', 'CHN10', 'INDU', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
324,5,70,"['date', 'CHN10', 'INDU', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
325,5,71,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN']",,,,
326,5,72,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU']",,,,
327,5,73,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'SPOT']",,,,
328,5,74,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'IRBOND']",,,,
329,5,75,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU']",,,,
330,5,76,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'SPOT']",,,,
331,5,77,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'IRBOND']",,,,
332,5,78,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'ERSHOU', 'SPOT']",,,,
333,5,79,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'ERSHOU', 'IRBOND']",,,,
334,5,80,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'SPOT', 'IRBOND']",,,,
335,5,81,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU']",,,,
336,5,82,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'SPOT']",,,,
337,5,83,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'IRBOND']",,,,
338,5,84,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'ERSHOU', 'SPOT']",,,,
339,5,85,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'ERSHOU', 'IRBOND']",,,,
340,5,86,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'SPOT', 'IRBOND']",,,,
341,5,87,"['date', 'CHN10', 'PPI', 'PMI', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
342,5,88,"['date', 'CHN10', 'PPI', 'PMI', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
343,5,89,"['date', 'CHN10', 'PPI', 'PMI', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
344,5,90,"['date', 'CHN10', 'PPI', 'PMI', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
345,5,91,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU']",,,,
346,5,92,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT']",,,,
347,5,93,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'IRBOND']",,,,
348,5,94,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT']",,,,
349,5,95,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'ERSHOU', 'IRBOND']",,,,
350,5,96,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'SPOT', 'IRBOND']",,,,
351,5,97,"['date', 'CHN10', 'PPI', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
352,5,98,"['date', 'CHN10', 'PPI', 'OECD', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
353,5,99,"['date', 'CHN10', 'PPI', 'OECD', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
354,5,100,"['date', 'CHN10', 'PPI', 'OECD', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
355,5,101,"['date', 'CHN10', 'PPI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
356,5,102,"['date', 'CHN10', 'PPI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
357,5,103,"['date', 'CHN10', 'PPI', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
358,5,104,"['date', 'CHN10', 'PPI', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
359,5,105,"['date', 'CHN10', 'PPI', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
360,5,106,"['date', 'CHN10', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU']",,,,
361,5,107,"['date', 'CHN10', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT']",,,,
362,5,108,"['date', 'CHN10', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'IRBOND']",,,,
363,5,109,"['date', 'CHN10', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT']",,,,
364,5,110,"['date', 'CHN10', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU', 'IRBOND']",,,,
365,5,111,"['date', 'CHN10', 'PMI', 'OECD', 'JIANZHU', 'SPOT', 'IRBOND']",,,,
366,5,112,"['date', 'CHN10', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
367,5,113,"['date', 'CHN10', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
368,5,114,"['date', 'CHN10', 'PMI', 'OECD', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
369,5,115,"['date', 'CHN10', 'PMI', 'OECD', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
370,5,116,"['date', 'CHN10', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
371,5,117,"['date', 'CHN10', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
372,5,118,"['date', 'CHN10', 'PMI', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
373,5,119,"['date', 'CHN10', 'PMI', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
374,5,120,"['date', 'CHN10', 'PMI', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
375,5,121,"['date', 'CHN10', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
376,5,122,"['date', 'CHN10', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
377,5,123,"['date', 'CHN10', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
378,5,124,"['date', 'CHN10', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
379,5,125,"['date', 'CHN10', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
380,5,126,"['date', 'CHN10', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
381,6,1,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN']",,,,
382,6,2,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU']",,,,
383,6,3,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'SPOT']",,,,
384,6,4,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'IRBOND']",,,,
385,6,5,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU']",,,,
386,6,6,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'SPOT']",,,,
387,6,7,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'IRBOND']",,,,
388,6,8,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'ERSHOU', 'SPOT']",,,,
389,6,9,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'ERSHOU', 'IRBOND']",,,,
390,6,10,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'SPOT', 'IRBOND']",,,,
391,6,11,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU']",,,,
392,6,12,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'SPOT']",,,,
393,6,13,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'IRBOND']",,,,
394,6,14,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'ERSHOU', 'SPOT']",,,,
395,6,15,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'ERSHOU', 'IRBOND']",,,,
396,6,16,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'SPOT', 'IRBOND']",,,,
397,6,17,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
398,6,18,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
399,6,19,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
400,6,20,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
401,6,21,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU']",,,,
402,6,22,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT']",,,,
403,6,23,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'IRBOND']",,,,
404,6,24,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT']",,,,
405,6,25,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'ERSHOU', 'IRBOND']",,,,
406,6,26,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'SPOT', 'IRBOND']",,,,
407,6,27,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
408,6,28,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
409,6,29,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
410,6,30,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
411,6,31,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
412,6,32,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
413,6,33,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
414,6,34,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
415,6,35,"['date', 'CHN10', 'INDU', 'PPI', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
416,6,36,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU']",,,,
417,6,37,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT']",,,,
418,6,38,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'IRBOND']",,,,
419,6,39,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT']",,,,
420,6,40,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU', 'IRBOND']",,,,
421,6,41,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'SPOT', 'IRBOND']",,,,
422,6,42,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
423,6,43,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
424,6,44,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
425,6,45,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
426,6,46,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
427,6,47,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
428,6,48,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
429,6,49,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
430,6,50,"['date', 'CHN10', 'INDU', 'PMI', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
431,6,51,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
432,6,52,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
433,6,53,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
434,6,54,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
435,6,55,"['date', 'CHN10', 'INDU', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
436,6,56,"['date', 'CHN10', 'INDU', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
437,6,57,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU']",,,,
438,6,58,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT']",,,,
439,6,59,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'IRBOND']",,,,
440,6,60,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT']",,,,
441,6,61,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU', 'IRBOND']",,,,
442,6,62,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'SPOT', 'IRBOND']",,,,
443,6,63,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
444,6,64,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
445,6,65,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
446,6,66,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
447,6,67,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
448,6,68,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
449,6,69,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
450,6,70,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
451,6,71,"['date', 'CHN10', 'PPI', 'PMI', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
452,6,72,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
453,6,73,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
454,6,74,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
455,6,75,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
456,6,76,"['date', 'CHN10', 'PPI', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
457,6,77,"['date', 'CHN10', 'PPI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
458,6,78,"['date', 'CHN10', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
459,6,79,"['date', 'CHN10', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
460,6,80,"['date', 'CHN10', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
461,6,81,"['date', 'CHN10', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
462,6,82,"['date', 'CHN10', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
463,6,83,"['date', 'CHN10', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
464,6,84,"['date', 'CHN10', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
465,7,1,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU']",,,,
466,7,2,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT']",,,,
467,7,3,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'IRBOND']",,,,
468,7,4,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT']",,,,
469,7,5,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU', 'IRBOND']",,,,
470,7,6,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'SPOT', 'IRBOND']",,,,
471,7,7,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
472,7,8,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
473,7,9,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
474,7,10,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'OECD', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
475,7,11,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
476,7,12,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
477,7,13,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
478,7,14,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
479,7,15,"['date', 'CHN10', 'INDU', 'PPI', 'PMI', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
480,7,16,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
481,7,17,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
482,7,18,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
483,7,19,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
484,7,20,"['date', 'CHN10', 'INDU', 'PPI', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
485,7,21,"['date', 'CHN10', 'INDU', 'PPI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
486,7,22,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
487,7,23,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
488,7,24,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
489,7,25,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
490,7,26,"['date', 'CHN10', 'INDU', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
491,7,27,"['date', 'CHN10', 'INDU', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
492,7,28,"['date', 'CHN10', 'INDU', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
493,7,29,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT']",,,,
494,7,30,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'IRBOND']",,,,
495,7,31,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'XINJIAN', 'SPOT', 'IRBOND']",,,,
496,7,32,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'JIANZHU', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
497,7,33,"['date', 'CHN10', 'PPI', 'PMI', 'OECD', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
498,7,34,"['date', 'CHN10', 'PPI', 'PMI', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
499,7,35,"['date', 'CHN10', 'PPI', 'OECD', 'JIANZHU', 'XINJIAN', 'ERSHOU', 'SPOT', 'IRBOND']",,,,
